trackname,album_title,artist,total_purchases,total_cost
Colibri,Blue Moods,Incognito,1,0.99
Cold Turkey,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,1,0.99
Cold Gin,Greatest Kiss,Kiss,1,0.99
Cochise,Audioslave,Audioslave,1,0.99
Closer To The Heart,Retrospective I (1974-1980),Rush,1,0.99
Clash City Rockers,The Singles,The Clash,1,0.99
Civil War,Use Your Illusion II,Guns N' Roses,1,0.99
Cinema Mudo,Arquivo Os Paralamas Do Sucesso,Os Paralamas Do Sucesso,1,0.99
Cigaro,Mezmerize,System Of A Down,1,0.99
Cigano,Djavan Ao Vivo - Vol. 02,Djavan,1,0.99
Chão de Giz (Elba Ramalho),Vozes do MPB,Various Artists,1,0.99
Chão De Estrelas,Minha História,Os Mutantes,1,0.99
Christmas Party,"The Office, Season 2",The Office,1,1.99
Children of the Damned,The Number of The Beast,Iron Maiden,1,0.99
Childhoods End?,Misplaced Childhood,Marillion,1,0.99
Child In Time,Deep Purple In Rock,Deep Purple,1,0.99
Chega no Suingue,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,O Rappa,1,0.99
Charles Anjo 45,Jorge Ben Jor 25 Anos,Jorge Ben,1,0.99
Chapa o Coco,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,O Rappa,1,0.99
Chaos-Control,[1997] Black Light Syndrome,"Terry Bozzio, Tony Levin & Steve Stevens",1,0.99
Changes,Faceless,Godsmack,1,0.99
Chains Of Misery,Fear Of The Dark,Iron Maiden,1,0.99
Caçador de Mim (Sá & Guarabyra),Vozes do MPB,Various Artists,1,0.99
Caught Somewhere in Time,Somewhere in Time,Iron Maiden,1,0.99
Cathedral,Diver Down,Van Halen,1,0.99
Catch-22,"Lost, Season 3",Lost,1,1.99
Caso Você Queira Saber,Minas,Milton Nascimento,1,0.99
Cascades : I'm Not Your Lover,Purpendicular,Deep Purple,1,0.99
Casa no Campo,Elis Regina-Minha História,Elis Regina,1,0.99
Casa,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Lulu Santos,1,0.99
Carta Ao Tom 74,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius,1,0.99
Carouselambra,In Through The Out Door,Led Zeppelin,1,0.99
Carolina Hard-Core Ecstasy,Bongo Fury,Frank Zappa & Captain Beefheart,1,0.99
Carolina,Prenda Minha,Caetano Veloso,1,0.99
Carol,BackBeat Soundtrack,BackBeat,1,0.99
Carnival Of Sorts,The Best Of R.E.M.: The IRS Years,R.E.M.,1,0.99
Caras Como Eu,Volume Dois,Titãs,1,0.99
Caprichosos,Sambas De Enredo 2001,Various Artists,1,0.99
Canário Do Reino,Serie Sem Limite (Disc 2),Tim Maia,1,0.99
Canto De Ossanha,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius,1,0.99
"Canta, Canta Mais",Warner 25 Anos,Antônio Carlos Jobim,1,0.99
Canon and Gigue in D Major: I. Canon,Pachelbel: Canon & Gigue,English Concert & Trevor Pinnock,1,0.99
Can't Stop Loving You,"The Best Of Van Halen, Vol. I",Van Halen,1,0.99
Can't Stop,By The Way,Red Hot Chili Peppers,1,0.99
Can't Stand Losing You,The Police Greatest Hits,The Police,1,0.99
Can't Keep,Riot Act,Pearl Jam,1,0.99
Can't Get There From Here,The Best Of R.E.M.: The IRS Years,R.E.M.,1,0.99
Can You See Me,Are You Experienced?,Jimi Hendrix,1,0.99
Camisa Verde 2001,Carnaval 2001,Various Artists,1,0.99
Camarão que Dorme e Onda Leva,Ao Vivo [IMPORT],Zeca Pagodinho,1,0.99
Call Me a Dog,Temple of the Dog,Temple of the Dog,1,0.99
Californication,Californication,Red Hot Chili Peppers,1,0.99
Cafezinho,Cafezinho,João Suplicy,1,0.99
C'Mon Everybody,BackBeat Soundtrack,BackBeat,1,0.99
Bê-a-Bá,Cesta Básica,Raimundos,1,0.99
"Bye, Bye Brasil",Minha Historia,Chico Buarque,1,0.99
Bye Bye Blackbird,The Essential Miles Davis [Disc 1],Miles Davis,1,0.99
By The Way,By The Way,Red Hot Chili Peppers,1,0.99
Bush Doctor,Greatest Hits,Lenny Kravitz,1,0.99
Busca Vida,Arquivo II,Os Paralamas Do Sucesso,1,0.99
Burn Away,One By One,Foo Fighters,1,0.99
Burden In My Hand,A-Sides,Soundgarden,1,0.99
Bullet The Blue Sky,Rattle And Hum,U2,1,0.99
Brumário,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Lulu Santos,1,0.99
Bring Your Daughter... To The Slaughter,A Real Live One,Iron Maiden,1,0.99
Bring Your Daughter... ...To The Slaughter,No Prayer For The Dying,Iron Maiden,1,0.99
Bring Me Your Cup,UB40 The Best Of - Volume Two [UK],UB40,1,0.99
Brighter Than a Thousand Suns,A Matter of Life and Death,Iron Maiden,1,0.99
Breed,From The Muddy Banks Of The Wishkah [Live],Nirvana,1,0.99
Breathe,Beyond Good And Evil,The Cult,1,0.99
Breakthru,Greatest Hits II,Queen,1,0.99
Breaking The Rules,For Those About To Rock We Salute You,AC/DC,1,0.99
Breadfan,Garage Inc. (Disc 2),Metallica,1,0.99
Brave New World,Rock In Rio [CD1],Iron Maiden,1,0.99
Brasília 5:31,Acústico MTV,Os Paralamas Do Sucesso,1,0.99
Brain Stew,International Superhits,Green Day,1,0.99
Brain Damage,Dark Side Of The Moon,Pink Floyd,1,0.99
Boulevard Of Broken Dreams,American Idiot,Green Day,1,0.99
Bossa,Os Cães Ladram Mas A Caravana Não Pára,Planet Hemp,1,0.99
Born to Run,"Lost, Season 1",Lost,1,1.99
Born To Move,"Chronicle, Vol. 2",Creedence Clearwater Revival,1,0.99
Born On The Bayou,"Chronicle, Vol. 2",Creedence Clearwater Revival,1,0.99
Bored To Tears,Alcohol Fueled Brewtality Live! [Disc 1],Black Label Society,1,0.99
Bora-Bora,Acústico MTV,Os Paralamas Do Sucesso,1,0.99
Bop Boogie,Up An' Atom,Gene Krupa,1,0.99
Book Of Thel,Chemical Wedding,Bruce Dickinson,1,0.99
Boogie With Stu,Physical Graffiti [Disc 2],Led Zeppelin,1,0.99
Boogie Blues,Up An' Atom,Gene Krupa,1,0.99
Bohemian Rhapsody,Greatest Hits I,Queen,1,0.99
Body Count's In The House,Body Count,Body Count,1,0.99
Body Count Anthem,Body Count,Body Count,1,0.99
Body Count,Body Count,Body Count,1,0.99
Blues For Pablo (Alternate Take),Miles Ahead,Miles Davis,1,0.99
Blue Train,Walking Into Clarksdale,Page & Plant,1,0.99
Blow Your Mind,Emergency On Planet Earth,Jamiroquai,1,0.99
Blood On The World's Hands,The X Factor,Iron Maiden,1,0.99
Blood In The Wall,Alcohol Fueled Brewtality Live! [Disc 2],Black Label Society,1,0.99
Blitzkrieg,Garage Inc. (Disc 2),Metallica,1,0.99
Blissed & Gone,Judas 0: B-Sides and Rarities,Smashing Pumpkins,1,0.99
Blind Man,Big Ones,Aerosmith,1,0.99
Bleeding Me,Load,Metallica,1,0.99
Bleed Together,A-Sides,Soundgarden,1,0.99
Bleed The Freak,Facelift,Alice In Chains,1,0.99
Blackened,...And Justice For All,Metallica,1,0.99
Black Satin,The Essential Miles Davis [Disc 2],Miles Davis,1,0.99
Black Night,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,1,0.99
Black Mountain Side,Led Zeppelin I,Led Zeppelin,1,0.99
Black Moon Creeping,Live [Disc 2],The Black Crowes,1,0.99
Black Light Syndrome,[1997] Black Light Syndrome,"Terry Bozzio, Tony Levin & Steve Stevens",1,0.99
Black Hole Sun,A-Sides,Soundgarden,1,0.99
Black Diamond,Greatest Kiss,Kiss,1,0.99
Black Capricorn Day,Synkronized,Jamiroquai,1,0.99
Black,Live On Two Legs [Live],Pearl Jam,1,0.99
Bittersweet Me,New Adventures In Hi-Fi,R.E.M.,1,0.99
Billie Jean,Carry On,Chris Cornell,1,0.99
Big Machine,Contraband,Velvet Revolver,1,0.99
Bicycle Race,Greatest Hits I,Queen,1,0.99
Better Halves,"Heroes, Season 1",Heroes,1,1.99
Beth,Greatest Kiss,Kiss,1,0.99
Best Thing,Heart of the Night,Spyro Gyra,1,0.99
Berimbau,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius,1,0.99
Bell Bottom Blues,The Cream Of Clapton,Eric Clapton,1,0.99
Believer,Tribute,Ozzy Osbourne,1,0.99
Beijo Partido,Minas,Milton Nascimento,1,0.99
Beija-Flor,Sambas De Enredo 2001,Various Artists,1,0.99
Been A Son,From The Muddy Banks Of The Wishkah [Live],Nirvana,1,0.99
Beach Sequence,Original Soundtracks 1,Passengers,1,0.99
Be Mine,New Adventures In Hi-Fi,R.E.M.,1,0.99
Be Good Johnny,The Best Of Men At Work,Men At Work,1,0.99
Be Aggressive,Angel Dust,Faith No More,1,0.99
"Battlestar Galactica, Pt. 2","Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),1,1.99
"Battlestar Galactica, Pt. 1","Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),1,1.99
Bass Trap,B-Sides 1980-1990,U2,1,0.99
Bark at the Moon,Bark at the Moon (Remastered),Ozzy Osbourne,1,0.99
Bankrobber,The Singles,The Clash,1,0.99
"Baltimore, DC",Outbreak,Dennis Chambers,1,0.99
Baltar's Escape,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),1,1.99
Balanço,Serie Sem Limite (Disc 2),Tim Maia,1,0.99
Badge,The Cream Of Clapton,Eric Clapton,1,0.99
"Bad, Bad Leroy Brown",My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra,1,0.99
Bad Seed,ReLoad,Metallica,1,0.99
Bad Obsession,Use Your Illusion I,Guns N' Roses,1,0.99
Bad Moon Rising,"Chronicle, Vol. 1",Creedence Clearwater Revival,1,0.99
Bad,The Best Of 1980-1990,U2,1,0.99
Back to Black,Back to Black,Amy Winehouse,1,0.99
Back off Bitch,Use Your Illusion I,Guns N' Roses,1,0.99
Back in the Village,Powerslave,Iron Maiden,1,0.99
Back from Vacation,"The Office, Season 3",The Office,1,1.99
Back Door Man,The Doors,The Doors,1,0.99
Babyface,Zooropa,U2,1,0.99
Baba O'Riley,My Generation - The Very Best Of The Who,The Who,1,0.99
B.Y.O.B.,Mezmerize,System Of A Down,1,0.99
Avisa,Deixa Entrar,Falamansa,1,0.99
Ava Adore,Rotten Apples: Greatest Hits,Smashing Pumpkins,1,0.99
Attitude,ReLoad,Metallica,1,0.99
Atrás da Porta,Elis Regina-Minha História,Elis Regina,1,0.99
Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu,Prenda Minha,Caetano Veloso,1,0.99
Atras Da Porta,Minha Historia,Chico Buarque,1,0.99
Atomic Punk,Van Halen,Van Halen,1,0.99
Astronomy,Garage Inc. (Disc 1),Metallica,1,0.99
Assum Preto,As Canções de Eu Tu Eles,Gilberto Gil,1,0.99
Assim Caminha A Humanidade,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Lulu Santos,1,0.99
Assaltaram A Gramática,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Lulu Santos,1,0.99
Ashes To Ashes,Album Of The Year,Faith No More,1,0.99
As We Sleep,Heart of the Night,Spyro Gyra,1,0.99
As Tears Go By,"Hot Rocks, 1964-1971 (Disc 1)",The Rolling Stones,1,0.99
As Profecias,Raul Seixas,Raul Seixas,1,0.99
As Dores do Mundo,Jota Quest-1995,Jota Quest,1,0.99
As Aparências Enganam,Elis Regina-Minha História,Elis Regina,1,0.99
Around The World,Californication,Red Hot Chili Peppers,1,0.99
Army Ants,Transmission,The Tea Party,1,0.99
Armadura,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,O Rappa,1,0.99
Are You Gonna Go My Way,Greatest Hits,Lenny Kravitz,1,0.99
Are You Gonna Be My Girl,Get Born,JET,1,0.99
Are We The Waiting,American Idiot,Green Day,1,0.99
Arc,Riot Act,Pearl Jam,1,0.99
Aquilo,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Lulu Santos,1,0.99
Aquele Abraço,Unplugged,Eric Clapton,1,0.99
Aprendendo A Jogar,Elis Regina-Minha História,Elis Regina,1,0.99
Apesar De Você,Minha Historia,Chico Buarque,1,0.99
Aos Leões,Demorou...,Mônica Marianno,1,0.99
"Anyway, Anyhow, Anywhere",My Generation - The Very Best Of The Who,The Who,1,0.99
Anything Goes,Appetite for Destruction,Guns N' Roses,1,0.99
Any Colour You Like,Dark Side Of The Moon,Pink Floyd,1,0.99
Anthem,Retrospective I (1974-1980),Rush,1,0.99
Another One Bites The Dust,Greatest Hits I,Queen,1,0.99
Another Life,Killers,Iron Maiden,1,0.99
Angela,Warner 25 Anos,Antônio Carlos Jobim,1,0.99
Angel Of Harlem,The Best Of 1980-1990,U2,1,0.99
Angel,Big Ones,Aerosmith,1,0.99
Amy Amy Amy (Outro),Frank,Amy Winehouse,1,0.99
Amor Demais,Na Pista,Cláudio Zoli,1,0.99
American Woman,Greatest Hits,Lenny Kravitz,1,0.99
American Idiot,American Idiot,Green Day,1,0.99
Amazing,Big Ones,Aerosmith,1,0.99
Amanhã Não Se Sabe,Volume Dois,Titãs,1,0.99
Am I Evil?,Garage Inc. (Disc 2),Metallica,1,0.99
"Alô, Alô, Marciano",Elis Regina-Minha História,Elis Regina,1,0.99
"Always With Me, Always With You",Surfing with the Alien (Remastered),Joe Satriani,1,0.99
Aloha,A TempestadeTempestade Ou O Livro Dos Dias,Legião Urbana,1,0.99
All Within My Hands,St. Anger,Metallica,1,0.99
All Star,Chill: Brazil (Disc 1),Marcos Valle,1,0.99
All Night Thing,Temple of the Dog,Temple of the Dog,1,0.99
All My Love,In Through The Out Door,Led Zeppelin,1,0.99
All I Really Want,Jagged Little Pill,Alanis Morissette,1,0.99
All For You,Alcohol Fueled Brewtality Live! [Disc 1],Black Label Society,1,0.99
"All Dead, All Dead",News Of The World,Queen,1,0.99
All Because Of You,How To Dismantle An Atomic Bomb,U2,1,0.99
Alive,Ten,Pearl Jam,1,0.99
Ali,Maquinarama,Skank,1,0.99
Alberta,Unplugged,Eric Clapton,1,0.99
Ain't Talkin' 'bout Love,"The Best Of Van Halen, Vol. I",Van Halen,1,0.99
Ain't My Bitch,Load,Metallica,1,0.99
Agora Que O Dia Acordou,The Best of Ed Motta,Ed Motta,1,0.99
Age Of Innocence,Dance Of Death,Iron Maiden,1,0.99
After Midnight,The Cream Of Clapton,Eric Clapton,1,0.99
Aeroplane Flies High,Judas 0: B-Sides and Rarities,Smashing Pumpkins,1,0.99
Advance Romance,Bongo Fury,Frank Zappa & Captain Beefheart,1,0.99
Adrift,"Lost, Season 2",Lost,1,1.99
Admirável Gado Novo,Cássia Eller - Sem Limite [Disc 1],Cássia Eller,1,0.99
Adios nonino,South American Getaway,The 12 Cellists of The Berlin Philharmonic,1,0.99
Action,Vault: Def Leppard's Greatest Hits,Def Leppard,1,0.99
"Act IV, Symphony",Purcell: The Fairy Queen,"Roger Norrington, London Classical Players",1,0.99
Acrobat,Achtung Baby,U2,1,0.99
Achilles Last Stand,Presence,Led Zeppelin,1,0.99
Abrir A Porta,Chill: Brazil (Disc 2),Antônio Carlos Jobim,1,0.99
A.N.D.R.O.T.A.Z.,Alcohol Fueled Brewtality Live! [Disc 1],Black Label Society,1,0.99
A Twist In The Tail,The Battle Rages On,Deep Purple,1,0.99
A Touch Away,Purpendicular,Deep Purple,1,0.99
A Sua,Cesta Básica,Raimundos,1,0.99
A Statistic,Body Count,Body Count,1,0.99
A Small Victory,Angel Dust,Faith No More,1,0.99
A Paz,Unplugged,Eric Clapton,1,0.99
A Noite Do Meu Bem,Milton Nascimento Ao Vivo,Milton Nascimento,1,0.99
A Moça e a Chuva,Demorou...,Mônica Marianno,1,0.99
"A Midsummer Night's Dream, Op.61 Incidental Music: No.7 Notturno",Mendelssohn: A Midsummer Night's Dream,Philharmonia Orchestra & Sir Neville Marriner,1,0.99
A Menina Dança,Barulhinho Bom,Marisa Monte,1,0.99
A Man And A Woman,How To Dismantle An Atomic Bomb,U2,1,0.99
A Kind Of Magic,Greatest Hits II,Queen,1,0.99
A Festa Do Santo Reis,Serie Sem Limite (Disc 2),Tim Maia,1,0.99
A Day In the Life,"Battlestar Galactica, Season 3",Battlestar Galactica,1,1.99
A Cura,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Lulu Santos,1,0.99
"A Benihana Christmas, Pts. 1 & 2","The Office, Season 3",The Office,1,1.99
A Bencao E Outros,Vinicius De Moraes,Vinícius De Moraes,1,0.99
A Banda,Minha Historia,Chico Buarque,1,0.99
5.15,My Generation - The Very Best Of The Who,The Who,1,0.99
32 Dentes,Acústico,Titãs,1,0.99
2 X 4,Load,Metallica,1,0.99
2 A.M.,The X Factor,Iron Maiden,1,0.99
14 Years,Use Your Illusion II,Guns N' Roses,1,0.99
1/2 Full,Riot Act,Pearl Jam,1,0.99
09 - Iron Maiden,Iron Maiden,Iron Maiden,1,0.99
05 - Phantom of the Opera,Iron Maiden,Iron Maiden,1,0.99
04 - Running Free,Iron Maiden,Iron Maiden,1,0.99
01 - Prowler,Iron Maiden,Iron Maiden,1,0.99
...And Justice For All,...And Justice For All,Metallica,1,0.99
...And Found,"Lost, Season 2",Lost,1,1.99
(Wish I Could) Hideaway,"Chronicle, Vol. 2",Creedence Clearwater Revival,1,0.99
(White Man) In Hammersmith Palais,The Singles,The Clash,1,0.99
(Anesthesia) Pulling Teeth,Kill 'Em All,Metallica,1,0.99
'Round Midnight,The Essential Miles Davis [Disc 1],Miles Davis,1,0.99
#9 Dream,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,1,0.99
"""?""","Lost, Season 2",Lost,1,1.99
