Song,Album,MediaType,Genre,minutes,Price
Communication Breakdown(2),BBC Sessions [Disc 1] [Live],MPEG audio file,Rock,2.69,0.99
Travelling Riverside Blues,BBC Sessions [Disc 1] [Live],MPEG audio file,Rock,5.2,0.99
Whole Lotta Love,BBC Sessions [Disc 1] [Live],MPEG audio file,Rock,6.22,0.99
Somethin' Else,BBC Sessions [Disc 1] [Live],MPEG audio file,Rock,2.13,0.99
Communication Breakdown(3),BBC Sessions [Disc 1] [Live],MPEG audio file,Rock,3.09,0.99
I Can't Quit You Baby(2),BBC Sessions [Disc 1] [Live],MPEG audio file,Rock,6.34,0.99
You Shook Me(2),BBC Sessions [Disc 1] [Live],MPEG audio file,Rock,10.32,0.99
How Many More Times,BBC Sessions [Disc 1] [Live],MPEG audio file,Rock,11.86,0.99
Debra Kadabra,Bongo Fury,MPEG audio file,Rock,3.91,0.99
Carolina Hard-Core Ecstasy,Bongo Fury,MPEG audio file,Rock,5.99,0.99
Sam With The Showing Scalp Flat Top,Bongo Fury,MPEG audio file,Rock,2.85,0.99
Poofter's Froth Wyoming Plans Ahead,Bongo Fury,MPEG audio file,Rock,3.07,0.99
200 Years Old,Bongo Fury,MPEG audio file,Rock,4.54,0.99
Cucamonga,Bongo Fury,MPEG audio file,Rock,2.41,0.99
Advance Romance,Bongo Fury,MPEG audio file,Rock,11.29,0.99
Man With The Woman Head,Bongo Fury,MPEG audio file,Rock,1.48,0.99
Muffin Man,Bongo Fury,MPEG audio file,Rock,5.55,0.99
Vai-Vai 2001,Carnaval 2001,MPEG audio file,Soundtrack,4.61,0.99
X-9 2001,Carnaval 2001,MPEG audio file,Soundtrack,4.57,0.99
Gavioes 2001,Carnaval 2001,MPEG audio file,Soundtrack,4.71,0.99
Nene 2001,Carnaval 2001,MPEG audio file,Soundtrack,4.75,0.99
Rosas De Ouro 2001,Carnaval 2001,MPEG audio file,Soundtrack,4.74,0.99
Mocidade Alegre 2001,Carnaval 2001,MPEG audio file,Soundtrack,4.71,0.99
Camisa Verde 2001,Carnaval 2001,MPEG audio file,Soundtrack,4.72,0.99
Leandro De Itaquera 2001,Carnaval 2001,MPEG audio file,Soundtrack,4.58,0.99
Tucuruvi 2001,Carnaval 2001,MPEG audio file,Soundtrack,4.8,0.99
Aguia De Ouro 2001,Carnaval 2001,MPEG audio file,Soundtrack,4.74,0.99
Ipiranga 2001,Carnaval 2001,MPEG audio file,Soundtrack,4.14,0.99
Morro Da Casa Verde 2001,Carnaval 2001,MPEG audio file,Soundtrack,4.75,0.99
Perola Negra 2001,Carnaval 2001,MPEG audio file,Soundtrack,4.69,0.99
Sao Lucas 2001,Carnaval 2001,MPEG audio file,Soundtrack,4.94,0.99
Guanabara,Chill: Brazil (Disc 1),MPEG audio file,Latin,4.13,0.99
Mas Que Nada,Chill: Brazil (Disc 1),MPEG audio file,Latin,4.14,0.99
Vôo Sobre o Horizonte,Chill: Brazil (Disc 1),MPEG audio file,Latin,3.75,0.99
A Paz,Chill: Brazil (Disc 1),MPEG audio file,Latin,4.39,0.99
Wave (Vou te Contar),Chill: Brazil (Disc 1),MPEG audio file,Latin,4.53,0.99
Água de Beber,Chill: Brazil (Disc 1),MPEG audio file,Latin,2.44,0.99
Samba da Bençaco,Chill: Brazil (Disc 1),MPEG audio file,Latin,4.7,0.99
Pode Parar,Chill: Brazil (Disc 1),MPEG audio file,Latin,2.99,0.99
Menino do Rio,Chill: Brazil (Disc 1),MPEG audio file,Latin,4.38,0.99
Ando Meio Desligado,Chill: Brazil (Disc 1),MPEG audio file,Latin,3.26,0.99
Mistério da Raça,Chill: Brazil (Disc 1),MPEG audio file,Latin,3.07,0.99
All Star,Chill: Brazil (Disc 1),MPEG audio file,Latin,2.94,0.99
Menina Bonita,Chill: Brazil (Disc 1),MPEG audio file,Latin,3.95,0.99
Pescador de Ilusões,Chill: Brazil (Disc 1),MPEG audio file,Latin,4.09,0.99
À Vontade (Live Mix),Chill: Brazil (Disc 1),MPEG audio file,Latin,3.01,0.99
Maria Fumaça,Chill: Brazil (Disc 1),MPEG audio file,Latin,2.35,0.99
Sambassim (dj patife remix),Chill: Brazil (Disc 1),MPEG audio file,Latin,3.56,0.99
Garota De Ipanema,Chill: Brazil (Disc 2),MPEG audio file,Latin,4.66,0.99
Tim Tim Por Tim Tim,Chill: Brazil (Disc 2),MPEG audio file,Latin,3.55,0.99
Tarde Em Itapoã,Chill: Brazil (Disc 2),MPEG audio file,Latin,5.23,0.99
Tanto Tempo,Chill: Brazil (Disc 2),MPEG audio file,Latin,2.84,0.99
Eu Vim Da Bahia - Live,Chill: Brazil (Disc 2),MPEG audio file,Latin,2.63,0.99
Alô Alô Marciano,Chill: Brazil (Disc 2),MPEG audio file,Latin,3.97,0.99
Linha Do Horizonte,Chill: Brazil (Disc 2),MPEG audio file,Latin,4.66,0.99
Only A Dream In Rio,Chill: Brazil (Disc 2),MPEG audio file,Latin,6.19,0.99
Abrir A Porta,Chill: Brazil (Disc 2),MPEG audio file,Latin,4.53,0.99
Alice,Chill: Brazil (Disc 2),MPEG audio file,Latin,2.77,0.99
Momentos Que Marcam,Chill: Brazil (Disc 2),MPEG audio file,Latin,4.67,0.99
Um Jantar Pra Dois,Chill: Brazil (Disc 2),MPEG audio file,Latin,3.96,0.99
Bumbo Da Mangueira,Chill: Brazil (Disc 2),MPEG audio file,Latin,4.5,0.99
Mr Funk Samba,Chill: Brazil (Disc 2),MPEG audio file,Latin,3.56,0.99
Santo Antonio,Chill: Brazil (Disc 2),MPEG audio file,Latin,2.71,0.99
Por Você,Chill: Brazil (Disc 2),MPEG audio file,Latin,3.43,0.99
Só Tinha De Ser Com Você,Chill: Brazil (Disc 2),MPEG audio file,Latin,6.49,0.99
Free Speech For The Dumb,Garage Inc. (Disc 1),MPEG audio file,Metal,2.59,0.99
It's Electric,Garage Inc. (Disc 1),MPEG audio file,Metal,3.57,0.99
Sabbra Cadabra,Garage Inc. (Disc 1),MPEG audio file,Metal,6.34,0.99
Turn The Page,Garage Inc. (Disc 1),MPEG audio file,Metal,6.11,0.99
Die Die My Darling,Garage Inc. (Disc 1),MPEG audio file,Metal,2.49,0.99
Loverman,Garage Inc. (Disc 1),MPEG audio file,Metal,7.88,0.99
Mercyful Fate,Garage Inc. (Disc 1),MPEG audio file,Metal,11.2,0.99
Astronomy,Garage Inc. (Disc 1),MPEG audio file,Metal,6.63,0.99
Whiskey In The Jar,Garage Inc. (Disc 1),MPEG audio file,Metal,5.08,0.99
Tuesday's Gone,Garage Inc. (Disc 1),MPEG audio file,Metal,9.1,0.99
The More I See,Garage Inc. (Disc 1),MPEG audio file,Metal,4.8,0.99
A Kind Of Magic,Greatest Hits II,MPEG audio file,Rock,4.38,0.99
Under Pressure,Greatest Hits II,MPEG audio file,Rock,3.94,0.99
Radio GA GA,Greatest Hits II,MPEG audio file,Rock,5.73,0.99
I Want It All,Greatest Hits II,MPEG audio file,Rock,4.03,0.99
I Want To Break Free,Greatest Hits II,MPEG audio file,Rock,4.32,0.99
Innuendo,Greatest Hits II,MPEG audio file,Rock,6.46,0.99
It's A Hard Life,Greatest Hits II,MPEG audio file,Rock,4.16,0.99
Breakthru,Greatest Hits II,MPEG audio file,Rock,4.15,0.99
Who Wants To Live Forever,Greatest Hits II,MPEG audio file,Rock,4.96,0.99
Headlong,Greatest Hits II,MPEG audio file,Rock,4.55,0.99
The Miracle,Greatest Hits II,MPEG audio file,Rock,4.92,0.99
I'm Going Slightly Mad,Greatest Hits II,MPEG audio file,Rock,4.13,0.99
The Invisible Man,Greatest Hits II,MPEG audio file,Rock,3.98,0.99
Hammer To Fall,Greatest Hits II,MPEG audio file,Rock,3.67,0.99
Friends Will Be Friends,Greatest Hits II,MPEG audio file,Rock,4.15,0.99
The Show Must Go On,Greatest Hits II,MPEG audio file,Rock,4.4,0.99
One Vision,Greatest Hits II,MPEG audio file,Rock,4.04,0.99
Detroit Rock City,Greatest Kiss,MPEG audio file,Rock,3.65,0.99
Black Diamond,Greatest Kiss,MPEG audio file,Rock,5.24,0.99
Hard Luck Woman,Greatest Kiss,MPEG audio file,Rock,3.6,0.99
Sure Know Something,Greatest Kiss,MPEG audio file,Rock,4.04,0.99
Love Gun,Greatest Kiss,MPEG audio file,Rock,3.27,0.99
Deuce,Greatest Kiss,MPEG audio file,Rock,3.08,0.99
Goin' Blind,Greatest Kiss,MPEG audio file,Rock,3.6,0.99
Shock Me,Greatest Kiss,MPEG audio file,Rock,3.79,0.99
Do You Love Me,Greatest Kiss,MPEG audio file,Rock,3.58,0.99
She,Greatest Kiss,MPEG audio file,Rock,4.14,0.99
I Was Made For Loving You,Greatest Kiss,MPEG audio file,Rock,4.52,0.99
Shout It Out Loud,Greatest Kiss,MPEG audio file,Rock,3.66,0.99
God Of Thunder,Greatest Kiss,MPEG audio file,Rock,4.26,0.99
Calling Dr. Love,Greatest Kiss,MPEG audio file,Rock,3.76,0.99
Beth,Greatest Kiss,MPEG audio file,Rock,2.78,0.99
Strutter,Greatest Kiss,MPEG audio file,Rock,3.21,0.99
Rock And Roll All Nite,Greatest Kiss,MPEG audio file,Rock,2.89,0.99
Cold Gin,Greatest Kiss,MPEG audio file,Rock,4.37,0.99
Plaster Caster,Greatest Kiss,MPEG audio file,Rock,3.46,0.99
God Gave Rock 'n' Roll To You,Greatest Kiss,MPEG audio file,Rock,5.34,0.99
Heart of the Night,Heart of the Night,MPEG audio file,Jazz,4.56,0.99
De La Luz,Heart of the Night,MPEG audio file,Jazz,5.25,0.99
Westwood Moon,Heart of the Night,MPEG audio file,Jazz,4.93,0.99
Midnight,Heart of the Night,MPEG audio file,Jazz,4.45,0.99
Playtime,Heart of the Night,MPEG audio file,Jazz,4.56,0.99
Surrender,Heart of the Night,MPEG audio file,Jazz,4.79,0.99
Valentino's,Heart of the Night,MPEG audio file,Jazz,4.94,0.99
Believe,Heart of the Night,MPEG audio file,Jazz,5.18,0.99
As We Sleep,Heart of the Night,MPEG audio file,Jazz,5.28,0.99
When Evening Falls,Heart of the Night,MPEG audio file,Jazz,4.97,0.99
J Squared,Heart of the Night,MPEG audio file,Jazz,4.81,0.99
Best Thing,Heart of the Night,MPEG audio file,Jazz,4.57,0.99
Maria,International Superhits,MPEG audio file,Alternative & Punk,2.79,0.99
Poprocks And Coke,International Superhits,MPEG audio file,Alternative & Punk,2.64,0.99
Longview,International Superhits,MPEG audio file,Alternative & Punk,3.9,0.99
Welcome To Paradise,International Superhits,MPEG audio file,Alternative & Punk,3.74,0.99
Basket Case,International Superhits,MPEG audio file,Alternative & Punk,3.03,0.99
When I Come Around,International Superhits,MPEG audio file,Alternative & Punk,2.97,0.99
She,International Superhits,MPEG audio file,Alternative & Punk,2.24,0.99
J.A.R. (Jason Andrew Relva),International Superhits,MPEG audio file,Alternative & Punk,2.85,0.99
Geek Stink Breath,International Superhits,MPEG audio file,Alternative & Punk,2.26,0.99
Brain Stew,International Superhits,MPEG audio file,Alternative & Punk,3.22,0.99
Jaded,International Superhits,MPEG audio file,Alternative & Punk,1.51,0.99
Walking Contradiction,International Superhits,MPEG audio file,Alternative & Punk,2.52,0.99
Stuck With Me,International Superhits,MPEG audio file,Alternative & Punk,2.26,0.99
Hitchin' A Ride,International Superhits,MPEG audio file,Alternative & Punk,2.86,0.99
Good Riddance (Time Of Your Life),International Superhits,MPEG audio file,Alternative & Punk,2.56,0.99
Redundant,International Superhits,MPEG audio file,Alternative & Punk,3.3,0.99
Nice Guys Finish Last,International Superhits,MPEG audio file,Alternative & Punk,2.84,0.99
Minority,International Superhits,MPEG audio file,Alternative & Punk,2.81,0.99
Warning,International Superhits,MPEG audio file,Alternative & Punk,3.7,0.99
Waiting,International Superhits,MPEG audio file,Alternative & Punk,3.21,0.99
Macy's Day Parade,International Superhits,MPEG audio file,Alternative & Punk,3.56,0.99
Into The Light,Into The Light,MPEG audio file,Rock,1.27,0.99
River Song,Into The Light,MPEG audio file,Rock,7.33,0.99
She Give Me ...,Into The Light,MPEG audio file,Rock,4.21,0.99
Don't You Cry,Into The Light,MPEG audio file,Rock,5.78,0.99
Love Is Blind,Into The Light,MPEG audio file,Rock,5.75,0.99
Slave,Into The Light,MPEG audio file,Rock,4.86,0.99
Cry For Love,Into The Light,MPEG audio file,Rock,4.88,0.99
Living On Love,Into The Light,MPEG audio file,Rock,6.53,0.99
Midnight Blue,Into The Light,MPEG audio file,Rock,4.98,0.99
Too Many Tears,Into The Light,MPEG audio file,Rock,5.99,0.99
Don't Lie To Me,Into The Light,MPEG audio file,Rock,4.73,0.99
Wherever You May Go,Into The Light,MPEG audio file,Rock,3.99,0.99
Grito De Alerta,Meus Momentos,MPEG audio file,Latin,3.37,0.99
Não Dá Mais Pra Segurar (Explode Coração),Meus Momentos,MPEG audio file,Latin,3.66,0.99
Começaria Tudo Outra Vez,Meus Momentos,MPEG audio file,Latin,3.28,0.99
O Que É O Que É ?,Meus Momentos,MPEG audio file,Latin,4.32,0.99
Sangrando,Meus Momentos,MPEG audio file,Latin,2.83,0.99
"Diga Lá, Coração",Meus Momentos,MPEG audio file,Latin,4.27,0.99
Lindo Lago Do Amor,Meus Momentos,MPEG audio file,Latin,4.16,0.99
Eu Apenas Queria Que Voçê Soubesse,Meus Momentos,MPEG audio file,Latin,2.59,0.99
Com A Perna No Mundo,Meus Momentos,MPEG audio file,Latin,3.79,0.99
E Vamos À Luta,Meus Momentos,MPEG audio file,Latin,3.71,0.99
Um Homem Também Chora (Guerreiro Menino),Meus Momentos,MPEG audio file,Latin,3.45,0.99
Comportamento Geral,Meus Momentos,MPEG audio file,Latin,3.03,0.99
Ponto De Interrogação,Meus Momentos,MPEG audio file,Latin,3.02,0.99
"Espere Por Mim, Morena",Meus Momentos,MPEG audio file,Latin,3.45,0.99
Meia-Lua Inteira,Minha Historia,MPEG audio file,Latin,3.7,0.99
Voce e Linda,Minha Historia,MPEG audio file,Latin,4.05,0.99
Um Indio,Minha Historia,MPEG audio file,Latin,3.27,0.99
Podres Poderes,Minha Historia,MPEG audio file,Latin,4.33,0.99
Voce Nao Entende Nada - Cotidiano,Minha Historia,MPEG audio file,Latin,7.03,0.99
O Estrangeiro,Minha Historia,MPEG audio file,Latin,6.25,0.99
Menino Do Rio,Minha Historia,MPEG audio file,Latin,2.46,0.99
Qualquer Coisa,Minha Historia,MPEG audio file,Latin,3.22,0.99
Sampa,Minha Historia,MPEG audio file,Latin,3.08,0.99
Queixa,Minha Historia,MPEG audio file,Latin,4.99,0.99
O Leaozinho,Minha Historia,MPEG audio file,Latin,3.07,0.99
Fora Da Ordem,Minha Historia,MPEG audio file,Latin,5.9,0.99
Terra,Minha Historia,MPEG audio file,Latin,6.69,0.99
"Alegria, Alegria",Minha Historia,MPEG audio file,Latin,2.82,0.99
Balada Do Louco,Minha História,MPEG audio file,Alternative & Punk,4.02,0.99
Ando Meio Desligado,Minha História,MPEG audio file,Alternative & Punk,4.8,0.99
Top Top,Minha História,MPEG audio file,Alternative & Punk,2.45,0.99
Baby,Minha História,MPEG audio file,Alternative & Punk,2.95,0.99
A E O Z,Minha História,MPEG audio file,Alternative & Punk,8.64,0.99
Panis Et Circenses,Minha História,MPEG audio file,Alternative & Punk,2.09,0.99
Chão De Estrelas,Minha História,MPEG audio file,Alternative & Punk,4.75,0.99
Vida De Cachorro,Minha História,MPEG audio file,Alternative & Punk,3.25,0.99
Bat Macumba,Minha História,MPEG audio file,Alternative & Punk,3.13,0.99
Desculpe Babe,Minha História,MPEG audio file,Alternative & Punk,2.84,0.99
Rita Lee,Minha História,MPEG audio file,Alternative & Punk,3.15,0.99
"Posso Perder Minha Mulher, Minha Mãe, Desde Que Eu Tenha O Rock And Roll",Minha História,MPEG audio file,Alternative & Punk,3.72,0.99
Banho De Lua,Minha História,MPEG audio file,Alternative & Punk,3.7,0.99
Meu Refrigerador Não Funciona,Minha História,MPEG audio file,Alternative & Punk,6.38,0.99
Burn,MK III The Final Concerts [Disc 1],MPEG audio file,Rock,7.57,0.99
Stormbringer,MK III The Final Concerts [Disc 1],MPEG audio file,Rock,4.62,0.99
Gypsy,MK III The Final Concerts [Disc 1],MPEG audio file,Rock,5.65,0.99
Lady Double Dealer,MK III The Final Concerts [Disc 1],MPEG audio file,Rock,3.89,0.99
Mistreated,MK III The Final Concerts [Disc 1],MPEG audio file,Rock,12.64,0.99
Smoke On The Water,MK III The Final Concerts [Disc 1],MPEG audio file,Rock,10.3,0.99
You Fool No One,MK III The Final Concerts [Disc 1],MPEG audio file,Rock,13.4,0.99
Custard Pie,Physical Graffiti [Disc 1],MPEG audio file,Rock,4.23,0.99
The Rover,Physical Graffiti [Disc 1],MPEG audio file,Rock,5.62,0.99
In My Time Of Dying,Physical Graffiti [Disc 1],MPEG audio file,Rock,11.1,0.99
Houses Of The Holy,Physical Graffiti [Disc 1],MPEG audio file,Rock,4.04,0.99
Trampled Under Foot,Physical Graffiti [Disc 1],MPEG audio file,Rock,5.61,0.99
Kashmir,Physical Graffiti [Disc 1],MPEG audio file,Rock,8.48,0.99
Imperatriz,Sambas De Enredo 2001,MPEG audio file,Latin,5.65,0.99
Beija-Flor,Sambas De Enredo 2001,MPEG audio file,Latin,5.45,0.99
Viradouro,Sambas De Enredo 2001,MPEG audio file,Latin,5.74,0.99
Mocidade,Sambas De Enredo 2001,MPEG audio file,Latin,4.36,0.99
Unidos Da Tijuca,Sambas De Enredo 2001,MPEG audio file,Latin,5.65,0.99
Salgueiro,Sambas De Enredo 2001,MPEG audio file,Latin,5.1,0.99
Mangueira,Sambas De Enredo 2001,MPEG audio file,Latin,4.97,0.99
União Da Ilha,Sambas De Enredo 2001,MPEG audio file,Latin,5.52,0.99
Grande Rio,Sambas De Enredo 2001,MPEG audio file,Latin,5.12,0.99
Portela,Sambas De Enredo 2001,MPEG audio file,Latin,5.33,0.99
Caprichosos,Sambas De Enredo 2001,MPEG audio file,Latin,5.86,0.99
Tradição,Sambas De Enredo 2001,MPEG audio file,Latin,4.49,0.99
Império Serrano,Sambas De Enredo 2001,MPEG audio file,Latin,5.58,0.99
Tuiuti,Sambas De Enredo 2001,MPEG audio file,Latin,4.33,0.99
(Da Le) Yaleo,Supernatural,MPEG audio file,Rock,5.89,0.99
Love Of My Life,Supernatural,MPEG audio file,Rock,5.8,0.99
Put Your Lights On,Supernatural,MPEG audio file,Rock,4.75,0.99
Africa Bamba,Supernatural,MPEG audio file,Rock,4.71,0.99
Smooth,Supernatural,MPEG audio file,Rock,4.97,0.99
Do You Like The Way,Supernatural,MPEG audio file,Rock,5.91,0.99
Maria Maria,Supernatural,MPEG audio file,Rock,4.38,0.99
Migra,Supernatural,MPEG audio file,Rock,5.48,0.99
Corazon Espinado,Supernatural,MPEG audio file,Rock,4.6,0.99
Wishing It Was,Supernatural,MPEG audio file,Rock,4.88,0.99
El Farol,Supernatural,MPEG audio file,Rock,4.85,0.99
Primavera,Supernatural,MPEG audio file,Rock,6.31,0.99
The Calling,Supernatural,MPEG audio file,Rock,12.46,0.99
Solução,The Best of Ed Motta,MPEG audio file,Latin,4.12,0.99
Manuel,The Best of Ed Motta,MPEG audio file,Latin,3.84,0.99
Entre E Ouça,The Best of Ed Motta,MPEG audio file,Latin,4.77,0.99
Um Contrato Com Deus,The Best of Ed Motta,MPEG audio file,Latin,3.38,0.99
Um Jantar Pra Dois,The Best of Ed Motta,MPEG audio file,Latin,4.07,0.99
Vamos Dançar,The Best of Ed Motta,MPEG audio file,Latin,3.77,0.99
Um Love,The Best of Ed Motta,MPEG audio file,Latin,3.03,0.99
Seis Da Tarde,The Best of Ed Motta,MPEG audio file,Latin,3.97,0.99
Baixo Rio,The Best of Ed Motta,MPEG audio file,Latin,3.3,0.99
Sombras Do Meu Destino,The Best of Ed Motta,MPEG audio file,Latin,4.68,0.99
Do You Have Other Loves?,The Best of Ed Motta,MPEG audio file,Latin,4.92,0.99
Agora Que O Dia Acordou,The Best of Ed Motta,MPEG audio file,Latin,5.39,0.99
Já!!!,The Best of Ed Motta,MPEG audio file,Latin,3.63,0.99
A Rua,The Best of Ed Motta,MPEG audio file,Latin,3.97,0.99
Now's The Time,The Essential Miles Davis [Disc 1],MPEG audio file,Jazz,3.29,0.99
Jeru,The Essential Miles Davis [Disc 1],MPEG audio file,Jazz,3.22,0.99
Compulsion,The Essential Miles Davis [Disc 1],MPEG audio file,Jazz,5.75,0.99
Tempus Fugit,The Essential Miles Davis [Disc 1],MPEG audio file,Jazz,3.86,0.99
Walkin',The Essential Miles Davis [Disc 1],MPEG audio file,Jazz,13.46,0.99
'Round Midnight,The Essential Miles Davis [Disc 1],MPEG audio file,Jazz,5.96,0.99
Bye Bye Blackbird,The Essential Miles Davis [Disc 1],MPEG audio file,Jazz,7.93,0.99
New Rhumba,The Essential Miles Davis [Disc 1],MPEG audio file,Jazz,4.63,0.99
Generique,The Essential Miles Davis [Disc 1],MPEG audio file,Jazz,2.81,0.99
Summertime,The Essential Miles Davis [Disc 1],MPEG audio file,Jazz,3.34,0.99
So What,The Essential Miles Davis [Disc 1],MPEG audio file,Jazz,9.4,0.99
The Pan Piper,The Essential Miles Davis [Disc 1],MPEG audio file,Jazz,3.9,0.99
Someday My Prince Will Come,The Essential Miles Davis [Disc 1],MPEG audio file,Jazz,9.07,0.99
My Funny Valentine (Live),The Essential Miles Davis [Disc 2],MPEG audio file,Jazz,15.13,0.99
E.S.P.,The Essential Miles Davis [Disc 2],MPEG audio file,Jazz,5.51,0.99
Nefertiti,The Essential Miles Davis [Disc 2],MPEG audio file,Jazz,7.89,0.99
Petits Machins (Little Stuff),The Essential Miles Davis [Disc 2],MPEG audio file,Jazz,8.12,0.99
Miles Runs The Voodoo Down,The Essential Miles Davis [Disc 2],MPEG audio file,Jazz,14.07,0.99
Little Church (Live),The Essential Miles Davis [Disc 2],MPEG audio file,Jazz,3.27,0.99
Black Satin,The Essential Miles Davis [Disc 2],MPEG audio file,Jazz,5.28,0.99
Jean Pierre (Live),The Essential Miles Davis [Disc 2],MPEG audio file,Jazz,4.06,0.99
Time After Time,The Essential Miles Davis [Disc 2],MPEG audio file,Jazz,3.68,0.99
Portia,The Essential Miles Davis [Disc 2],MPEG audio file,Jazz,6.31,0.99
Space Truckin',The Final Concerts (Disc 2),MPEG audio file,Rock,19.93,0.99
Going Down / Highway Star,The Final Concerts (Disc 2),MPEG audio file,Rock,15.23,0.99
Mistreated (Alternate Version),The Final Concerts (Disc 2),MPEG audio file,Rock,14.25,0.99
You Fool No One (Alternate Version),The Final Concerts (Disc 2),MPEG audio file,Rock,12.73,0.99
Jeepers Creepers,Up An' Atom,MPEG audio file,Jazz,3.1,0.99
Blue Rythm Fantasy,Up An' Atom,MPEG audio file,Jazz,5.8,0.99
Drum Boogie,Up An' Atom,MPEG audio file,Jazz,3.19,0.99
Let Me Off Uptown,Up An' Atom,MPEG audio file,Jazz,3.13,0.99
Leave Us Leap,Up An' Atom,MPEG audio file,Jazz,3.05,0.99
Opus No.1,Up An' Atom,MPEG audio file,Jazz,3.0,0.99
Boogie Blues,Up An' Atom,MPEG audio file,Jazz,3.4,0.99
How High The Moon,Up An' Atom,MPEG audio file,Jazz,3.36,0.99
Disc Jockey Jump,Up An' Atom,MPEG audio file,Jazz,3.22,0.99
Up An' Atom,Up An' Atom,MPEG audio file,Jazz,2.99,0.99
Bop Boogie,Up An' Atom,MPEG audio file,Jazz,3.16,0.99
Lemon Drop,Up An' Atom,MPEG audio file,Jazz,3.23,0.99
Coronation Drop,Up An' Atom,MPEG audio file,Jazz,2.94,0.99
Overtime,Up An' Atom,MPEG audio file,Jazz,2.72,0.99
Imagination,Up An' Atom,MPEG audio file,Jazz,4.82,0.99
Don't Take Your Love From Me,Up An' Atom,MPEG audio file,Jazz,4.71,0.99
Midget,Up An' Atom,MPEG audio file,Jazz,3.62,0.99
I'm Coming Virginia,Up An' Atom,MPEG audio file,Jazz,4.67,0.99
Payin' Them Dues Blues,Up An' Atom,MPEG audio file,Jazz,3.31,0.99
Jungle Drums,Up An' Atom,MPEG audio file,Jazz,3.33,0.99
Showcase,Up An' Atom,MPEG audio file,Jazz,3.36,0.99
Swedish Schnapps,Up An' Atom,MPEG audio file,Jazz,3.19,0.99
Samba Da Bênção,Vinícius De Moraes - Sem Limite,MPEG audio file,Bossa Nova,6.83,0.99
Pot-Pourri N.º 4,Vinícius De Moraes - Sem Limite,MPEG audio file,Bossa Nova,6.54,0.99
Onde Anda Você,Vinícius De Moraes - Sem Limite,MPEG audio file,Bossa Nova,2.81,0.99
Samba Da Volta,Vinícius De Moraes - Sem Limite,MPEG audio file,Bossa Nova,2.84,0.99
Canto De Ossanha,Vinícius De Moraes - Sem Limite,MPEG audio file,Bossa Nova,3.42,0.99
Pot-Pourri N.º 5,Vinícius De Moraes - Sem Limite,MPEG audio file,Bossa Nova,3.66,0.99
